Country,Indicator,Last,Previous,Highest,Lowest,Date
Turkey,GDP per Capita PPP,34414,33061,34414,12366,USD
Turkey,Full Year GDP Growth,5.1,5.5,11.4,-4.8,percent
Turkey,GDP from Agriculture,19230477,11586845,61529010,6480266,TRY Thousand
Turkey,GDP from Construction,30017392,26726328,36208646,5611387,TRY Thousand
Turkey,GDP from Manufacturing,86718215,93453412,98450256,23614487,TRY Thousand
Turkey,GDP from Public Administration,54966313,56081656,57399110,21711748,TRY Thousand
Turkey,GDP from Services,145674478,134174839,158941837,35733008,TRY Thousand
Turkey,Unemployment Rate,8.8,9.2,14.1,8,percent
Turkey,Employed Persons,32712,32477,32843,19180,Thousand
Turkey,Unemployed Persons,3167,3279,4586,1806,Thousand
Turkey,Labor Force Participation Rate,54.4,54.3,54.5,43.3,percent
Turkey,Youth Unemployment Rate,16.6,17.6,27,11,percent
Turkey,Labour Costs,718,628,718,20.4,points
Turkey,Wages,8971,4050,8971,1103,TRY/Month
Turkey,Minimum Wages,20002,13414,20002,1.5,TRY/Month
Turkey,Wages in Manufacturing,1446,1358,1446,25.97,points
Turkey,Population,85.37,85.28,85.37,28.23,Million
Turkey,Retirement Age Women,58,58,58,58,Years
Turkey,Retirement Age Men,60,60,60,60,Years
Turkey,Employment Rate,49.6,49.3,49.9,38.8,percent
Turkey,Inflation Rate,51.97,61.78,139,-4.01,percent
Turkey,Inflation Rate MoM,2.47,3.23,13.58,-1.44,percent
Turkey,Consumer Price Index CPI,2453,2394,2453,94.77,points
Turkey,Core Consumer Prices,1938,1881,1938,94.47,points
Turkey,Core Inflation Rate,51.56,60.23,75.81,2.5,percent
Turkey,GDP Deflator,205,240,240,59.1,points
Turkey,Producer Prices,3611,3551,3611,0.01,points
Turkey,Producer Prices Change,35.75,41.37,158,-3.75,percent
Turkey,Export Prices,115,114,128,58.61,points
Turkey,Import Prices,130,129,158,45.77,points
Turkey,Food Inflation,44.88,58.91,103,1.38,percent
Turkey,Harmonised Inflation Rate MoM,2.5,3.2,13.6,-1.4,percent
Turkey,Harmonised Inflation Rate YoY,52,61.8,99.5,4,percent
Turkey,Producer Price Inflation MoM,1.68,1.94,32.98,-3.55,percent
Turkey,CPI Housing Utilities,2633,2426,2633,96.79,points
Turkey,CPI Transportation,2678,2601,2678,94.61,points
Turkey,Harmonised Consumer Prices,941,918,941,1.2,points
Turkey,Interest Rate,50,50,500,4.5,percent
Turkey,Money Supply M1,5981293962,5536753107,5981293962,55562063,TRY Thousand
Turkey,Money Supply M2,16261729508,15665513481,16261729508,236620702,TRY Thousand
Turkey,Money Supply M3,17453601446,16712581752,17453601446,260092810,TRY Thousand
Turkey,Banks Balance Sheet,28320222269,27808399638,28320222269,15860,TRY Thousand
Turkey,Foreign Exchange Reserves,94120,92160,115144,1390,USD Million
Turkey,Loans to Private Sector,7695580995,6452877968,7695580995,3402,TRY Thousand
Turkey,Deposit Interest Rate,47,47,398,1.5,percent
Turkey,Money Supply M0,605010614,580441190,605010614,18145735,TRY Thousand
Turkey,Cash Reserve Ratio,25,25,25,9,percent
Turkey,Central Bank Balance Sheet,8062207642,7807272710,8062207642,9071,TRY Thousand
Turkey,Lending Rate,53,53,2300,6.5,percent
Turkey,Private Debt to GDP,148,184,184,130,percent
Turkey,Balance of Trade,-4992,-7319,188,-14290,USD Million
Turkey,Current Account,566,407,5095,-10243,USD Million
Turkey,Current Account to GDP,-4,-5.1,1.9,-9,percent of GDP
Turkey,Exports,22048,22495,24179,7.1,USD Million
Turkey,Imports,27040,29814,34126,15,USD Million
Turkey,External Debt,506822,499886,506822,43911,USD Million
Turkey,Terms of Trade,88.1,88.37,148,72.34,points
Turkey,Capital Flows,1598,816,7695,-17412,USD Million
Turkey,Foreign Direct Investment,587,561,6571,46,USD Million
Turkey,Remittances,8,8,574,6,USD Million
Turkey,Tourism Revenues,14880,8780,20230,294,USD Million
Turkey,Tourist Arrivals,6825403,7333812,7333812,24238,
Turkey,Gold Reserves,585,570,585,116,Tonnes
Turkey,Natural Gas Imports,149099,136926,256824,76260,Terajoule
Turkey,Crude Oil Production,101,98,101,38,BBL/D/1K
Turkey,Terrorism Index,4.17,5.6,8.18,4.17,Points
Turkey,Weapons Sales,609,535,609,0,SIPRI TIV Million
Turkey,Government Debt to GDP,29.5,30.8,75.5,27.2,percent of GDP
Turkey,Government Budget,-5.2,-1,-0.6,-33,percent of GDP
Turkey,Government Budget Value,-130,-96.78,219,-843,TRY Billion
Turkey,Government Spending,67197347,66394220,82534832,20942407,TRY Thousand
Turkey,Government Revenues,731,591,1007,0.04,TRY Billion
Turkey,Government Debt,8338800,8106000,8338800,15,TRY Million
Turkey,Fiscal Expenditure,828,866,1392,0.04,TRY Billion
Turkey,Corruption Index,34,36,50,31,Points
Turkey,Corruption Rank,115,101,115,29,
Turkey,Credit Rating,35,,,,
Turkey,Military Expenditure,15828,10780,20437,198,USD Million
Turkey,Treasury Cash Balance,-194618,-136515,234743,-430948,TRY Million
Turkey,Corporate Tax Rate,25,25,33,20,percent
Turkey,Personal Income Tax Rate,40,40,40,35,percent
Turkey,Sales Tax Rate,20,20,20,18,percent
Turkey,Social Security Rate,34.5,34.5,38.5,31.5,percent
Turkey,Social Security Rate For Companies,20.5,20.5,22.5,16.5,percent
Turkey,Social Security Rate For Employees,14,14,16,14,percent
Turkey,Withholding Tax Rate,20,20,20,15,percent
Turkey,Business Confidence,98.8,98.5,123,52.6,points
Turkey,Manufacturing PMI,47.8,47.2,56.9,33.4,points
Turkey,Industrial Production,-3.9,-5,66.8,-31.5,percent
Turkey,Industrial Production Mom,0.4,-2.4,18.7,-29.3,percent
Turkey,Manufacturing Production,-5.1,-7.2,72.9,-33.5,percent
Turkey,Capacity Utilization,74.9,75.4,84.1,60.8,percent
Turkey,Changes in Inventories,-543407995,-258198320,343525302,-543407995,TRY Thousand
Turkey,Bankruptcies,1867,2989,6236,11,Companies
Turkey,Car Production,53502,116569,163460,1421,Units
Turkey,Car Registrations,211389,276615,276615,5921,Units
Turkey,Total Vehicle Sales,90134,94037,158653,1764,Units
Turkey,Composite Leading Indicator,98.71,98.67,113,75.97,points
Turkey,Electricity Production,32519,27194,32519,14829,Gigawatt-hour
Turkey,Mining Production,3.3,8.4,40,-27.7,percent
Turkey,Steel Production,3100,3100,3500,152,Thousand Tonnes
Turkey,Consumer Confidence,78.2,76.4,106,63.4,points
Turkey,Retail Sales MoM,0.8,1.7,15.9,-20,percent
Turkey,Retail Sales YoY,5.4,8.9,38.1,-16.9,percent
Turkey,Consumer Spending,408431077,393041545,462146639,101260078,TRY Thousand
Turkey,Consumer Credit,3200729192,3126063553,3200729192,4110315,TRY Thousand
Turkey,Private Sector Credit,10942264006,10730046324,10942264006,4762,TRY Thousand
Turkey,Economic Optimism Index,95,93.1,114,53.3,points
Turkey,Gasoline Prices,1.26,1.28,2.68,0.56,USD/Liter
Turkey,Households Debt to GDP,10.5,11,19.5,0.1,percent of GDP
Turkey,Housing Index,146,141,146,4.57,points
Turkey,Home Sales,134155,127088,229357,42783,Units
Turkey,Building Permits,137210,176976,537481,20891,Units
Turkey,Existing Home Sales,92242,86304,161420,27935,Units
Turkey,Home Ownership Rate,56.7,57.5,61.1,56.7,percent
Turkey,Housing Starts,6214,8530,39137,1250,units
Turkey,New Home Sales,41913,40784,77889,14848,Units
Turkey,Price to Rent Ratio,231,275,318,77.73,
Turkey,Residential Property Prices,51.99,75.54,189,1.74,Percent
Turkey,Hospital Beds,3.02,3.01,3.02,2.2,per 1000 people
Turkey,Hospitals,18.38,18.4,19.92,14.39,per one million people
Turkey,Medical Doctors,2.18,2.05,2.18,0.3,per 1000 people
Turkey,Nurses,2.76,2.73,2.76,0.91,per 1000 people
Turkey,ICU Beds,2.84,2.81,207,2.44,per 1000 people
Turkmenistan,GDP Annual Growth Rate,6.3,6.2,16.5,-17.3,percent
Turkmenistan,Unemployment Rate,4.19,4.1,12.7,1.4,percent
Turkmenistan,Inflation Rate,5.9,11.48,2100,-2.67,percent
Turkmenistan,Balance of Trade,10151,9912,10151,-2945,USD Million
Turkmenistan,Current Account,2.77,1.83,412,-935,USD Million
Turkmenistan,Current Account to GDP,5.9,7.1,16.5,-108,percent of GDP
Turkmenistan,Government Debt to GDP,4.7,8,64.41,2.42,percent of GDP
Turkmenistan,Government Budget,0.9,1,11.3,-2.8,percent of GDP
Turkmenistan,GDP Annual Growth Rate,6.3,6.2,16.5,-17.3,percent
Turkmenistan,GDP,59.89,56.54,59.89,2.38,USD Billion
Turkmenistan,GDP Constant Prices,37.6,36.99,37.71,9.6,USD Billion
Turkmenistan,GDP per Capita,8906,8490,8906,1800,USD
Turkmenistan,GDP per Capita PPP,14740,14697,14993,3635,USD
Turkmenistan,Gross Fixed Capital Formation,18.64,18.33,18.66,3.3,USD Billion
Turkmenistan,Unemployment Rate,4.19,4.1,12.7,1.4,percent
Turkmenistan,Population,6.52,6.43,6.52,1.6,Million
Turkmenistan,Retirement Age Men,62,62,62,62,Years
Turkmenistan,Retirement Age Women,57,57,57,57,Years
Turkmenistan,Inflation Rate,5.9,11.48,2100,-2.67,percent
Turkmenistan,Balance of Trade,10151,9912,10151,-2945,USD Million
Turkmenistan,Current Account,2.77,1.83,412,-935,USD Million
Turkmenistan,Current Account to GDP,5.9,7.1,16.5,-108,percent of GDP
Turkmenistan,Exports,14173,13527,14173,64.34,USD Million
Turkmenistan,Imports,4022,3614,8508,141,USD Million
Turkmenistan,Crude Oil Production,191,191,280,69,BBL/D/1K
Turkmenistan,External Debt,4509485,4850980,8650280,276435,USD Thousand
Turkmenistan,Terrorism Index,0,0,3.66,0,Points
Turkmenistan,Government Debt to GDP,4.7,8,64.41,2.42,percent of GDP
Turkmenistan,Government Budget,0.9,1,11.3,-2.8,percent of GDP
Turkmenistan,Government Spending,3.39,3.34,3.4,0.77,USD Billion
Turkmenistan,Corruption Index,18,19,22,16,Points
Turkmenistan,Corruption Rank,170,167,177,133,
Turkmenistan,Credit Rating,35,,,,
Turkmenistan,Sales Tax Rate,15,15,20,15,percent
Turkmenistan,Consumer Spending,4.12,4.07,9.07,1.42,USD Billion
Uganda,Currency,3689,3694,3955,24.44,
Uganda,Stock Market,1096,1088,2270,0.06,points
Uganda,GDP Growth Rate,3.2,1.2,7.8,-7.3,percent
Uganda,GDP Annual Growth Rate,6.6,6.7,39.8,-5.5,percent
Uganda,Unemployment Rate,2.9,2.9,3.8,1.9,percent
Uganda,Inflation Rate,3,3.5,24.4,-5.36,percent
Uganda,Interest Rate,10,10.25,23,6.5,percent
Uganda,Balance of Trade,-490,-449,14.6,-621,USD Million
Uganda,Current Account,-1215,-986,118,-1234,USD Million
Uganda,Current Account to GDP,-7.53,-8.92,2.86,-12.18,percent of GDP
Uganda,Government Debt to GDP,48.6,45.5,71.5,19.2,percent of GDP
Uganda,Government Budget,-4.35,-5.3,-0.77,-9.5,percent of GDP
Uganda,Business Confidence,59.7,59.2,65.3,33.45,points
Uganda,Corporate Tax Rate,30,30,30,30,percent
Uganda,Personal Income Tax Rate,40,40,40,30,percent
Uganda,GDP Growth Rate,3.2,1.2,7.8,-7.3,percent
Uganda,GDP Annual Growth Rate,6.6,6.7,39.8,-5.5,percent
Uganda,GDP,49.27,45.57,49.27,0.42,USD Billion
Uganda,Gross Fixed Capital Formation,37484,35246,37484,1160,UGX Billion
Uganda,GDP per Capita,956,934,956,329,USD
Uganda,GDP per Capita PPP,2793,2729,2793,1079,USD
Uganda,Full Year GDP Growth,6,5.2,9.4,3,
Uganda,GDP Constant Prices,38858,35674,40874,8348,UGX Billion
Uganda,GDP from Agriculture,8405,6669,11631,1995,UGX Billion
Uganda,GDP from Construction,2618,2477,2618,482,UGX Billion
Uganda,GDP from Manufacturing,5704,5505,5704,788,UGX Billion
Uganda,GDP from Mining,276,450,1049,65.69,UGX Billion
Uganda,GDP from Public Administration,1262,1031,1262,237,UGX Billion
Uganda,GDP from Services,17604,16441,17604,4082,UGX Billion
Uganda,Unemployment Rate,2.9,2.9,3.8,1.9,percent
Uganda,Population,48.58,47.25,48.58,7.62,Million
Uganda,Minimum Wages,130000,130000,130000,130000,UGX/Month
Uganda,Inflation Rate,3,3.5,24.4,-5.36,percent
Uganda,Consumer Price Index CPI,132,132,132,61.7,points
Uganda,Food Inflation,-0.6,0.2,40.65,-11.22,percent
Uganda,Core Consumer Prices,132,132,164,70.19,points
Uganda,Core Inflation Rate,3.9,4,22.7,0.8,percent
Uganda,CPI Housing Utilities,126,126,182,102,points
Uganda,CPI Transportation,154,155,157,102,points
Uganda,Export Prices,251,252,252,60.13,points
Uganda,Import Prices,177,180,224,64.95,points
Uganda,Inflation Rate MoM,0.2,0,5.2,-2.1,percent
Uganda,Interest Rate,10,10.25,23,6.5,percent
Uganda,Money Supply M2,31702,31113,31702,139,UGX Billion
Uganda,Money Supply M3,42360,41475,42360,139,UGX Billion
Uganda,Foreign Exchange Reserves,3323,3234,4533,5.1,USD Million
Uganda,Loans to Private Sector,24190,23926,24190,244,UGX Billion
Uganda,Deposit Interest Rate,11.07,11.54,38.38,3.54,percent
Uganda,Money Supply M1,17648,17861,17861,913,UGX Billion
Uganda,Balance of Trade,-490,-449,14.6,-621,USD Million
Uganda,Current Account,-1215,-986,118,-1234,USD Million
Uganda,Current Account to GDP,-7.53,-8.92,2.86,-12.18,percent of GDP
Uganda,Exports,785,719,941,12.39,USD Million
Uganda,Imports,1275,1168,1275,44.2,USD Million
Uganda,Terms of Trade,142,140,167,72.5,points
Uganda,Tourist Arrivals,1272,815,1800,69,Thousand
Uganda,Capital Flows,-766,-797,6684,-1300,USD Million
Uganda,Terrorism Index,4.38,3.6,6.09,0,Points
Uganda,Government Debt to GDP,48.6,45.5,71.5,19.2,percent of GDP
Uganda,Government Budget,-4.35,-5.3,-0.77,-9.5,percent of GDP
Uganda,Corruption Index,26,26,29,19,Points
Uganda,Corruption Rank,141,142,151,43,
Uganda,Credit Rating,28,,,,
Uganda,Government Spending,14256,13731,14256,3194,UGX billion
Uganda,Military Expenditure,977,925,1067,0.7,USD Million
Uganda,Corporate Tax Rate,30,30,30,30,percent
Uganda,Personal Income Tax Rate,40,40,40,30,percent
Uganda,Sales Tax Rate,18,18,18,18,percent
Uganda,Social Security Rate,15,15,15,15,percent
Uganda,Social Security Rate For Companies,10,10,10,10,percent
Uganda,Social Security Rate For Employees,5,5,5,5,percent
Uganda,Business Confidence,59.7,59.2,65.3,33.45,points
Uganda,Leading Economic Index,-0.2,0.33,4.02,-3.37,percent
Uganda,Changes in Inventories,1061,962,1061,365,UGX billion
Uganda,Composite PMI,56.3,53.7,58.8,21.6,points
Uganda,Private Sector Credit,22243072,21905823,22243072,1827083,UGX Million
Uganda,Consumer Credit,5326475,5191274,5326475,326244,UGX Million
Uganda,Consumer Spending,119937,114873,119937,41093,UGX Billion
Uganda,Housing Index,107,106,115,84.75,points
Uganda,House Price Index MoM,1.7,0.1,17.2,-15.2,percent
Uganda,House Price Index YoY,2.7,6.8,13.3,-10.7,percent
Ukraine,Currency,41.21,41.16,41.63,1.74,
Ukraine,Stock Market,507,507,5070270,16.52,points
Ukraine,GDP Growth Rate,0.2,1.2,9,-19.3,percent
Ukraine,GDP Annual Growth Rate,3.7,6.5,19.2,-37.2,percent
Ukraine,Unemployment Rate,10.5,9.1,10.6,6.3,percent
Ukraine,Inflation Rate,7.5,5.4,530,-1.2,percent
Ukraine,Interest Rate,13,13,300,6,percent
Ukraine,Balance of Trade,-2870,-2222,881,-3019,USD Million
Ukraine,Current Account,-2241,-2150,2218,-2498,USD Million
Ukraine,Current Account to GDP,-5.7,5,10.3,-8.7,percent of GDP
Ukraine,Government Debt to GDP,84.4,78.4,84.4,12.3,percent of GDP
Ukraine,Government Budget,-20.3,-16.3,5.1,-20.3,percent of GDP
Ukraine,Consumer Confidence,80,70.1,107,41.1,points
Ukraine,Retail Sales MoM,12,2.8,22.2,-33.9,percent
Ukraine,Corporate Tax Rate,18,18,30,18,percent
Ukraine,Personal Income Tax Rate,18,18,20,13,percent
Ukraine,GDP Growth Rate,0.2,1.2,9,-19.3,percent
Ukraine,GDP Annual Growth Rate,3.7,6.5,19.2,-37.2,percent
Ukraine,GDP,179,162,200,31.58,USD Billion
Ukraine,GDP Constant Prices,1932991,1778356,1932991,96169,UAH Million
Ukraine,Gross Fixed Capital Formation,321240,293732,321240,14356,UAH Million
Ukraine,GDP per Capita,2207,2043,3330,1318,USD
Ukraine,GDP per Capita PPP,16231,15022,22887,9691,USD
Ukraine,Full Year GDP Growth,5.3,-28.8,11.8,-28.8,percent
Ukraine,GDP from Agriculture,195929,217714,226936,17570,UAH Million
Ukraine,GDP from Construction,42540,25811,42540,2757,UAH Million
Ukraine,GDP from Manufacturing,161379,143141,161379,22049,UAH Million
Ukraine,GDP from Mining,69645,73255,73255,10871,UAH Million
Ukraine,GDP from Public Administration,414991,360485,414991,11925,UAH Million
Ukraine,GDP from Services,100575,94252,100575,27971,UAH Million
Ukraine,GDP from Transport,84457,68871,84457,16741,UAH Million
Ukraine,GDP from Utilities,87324,75093,87324,611,UAH Million
Ukraine,Unemployment Rate,10.5,9.1,10.6,6.3,percent
Ukraine,Unemployed Persons,107,111,1234,10,Thousand
Ukraine,Population,41.21,41,51.87,41,Million
Ukraine,Retirement Age Women,60,60,60,55,Years
Ukraine,Retirement Age Men,60,60,60,60,Years
Ukraine,Employed Persons,14957,15042,19466,14814,Thousand
Ukraine,Employment Rate,65.3,65.6,68.1,63.3,percent
Ukraine,Labor Force Participation Rate,61.8,62.7,65.3,61.2,percent
Ukraine,Minimum Wages,8000,7100,8000,90,UAH/Month
Ukraine,Inflation Rate,7.5,5.4,530,-1.2,percent
Ukraine,Consumer Price Index CPI,458,456,458,98.2,points
Ukraine,Core Consumer Prices,106,106,147,100,points
Ukraine,Core Inflation Rate,6.5,5.7,47.1,0,percent
Ukraine,CPI Transportation,101,101,114,94.2,points
Ukraine,Export Prices,97.6,90.5,171,79.2,points
Ukraine,Food Inflation,6,1.2,53.7,-5,percent
Ukraine,Import Prices,107,106,156,86,points
Ukraine,Inflation Rate MoM,0.6,0,285,-1.8,percent
Ukraine,Producer Prices,968,903,1030,119,points
Ukraine,Producer Prices Change,33.3,26.7,9667,-7.8,percent
Ukraine,Interest Rate,13,13,300,6,percent
Ukraine,Money Supply M0,750190,751588,751588,2600,UAH Million
Ukraine,Money Supply M1,1957021,1955071,1957021,4400,UAH Million
Ukraine,Money Supply M2,3268055,3259940,3268055,6514,UAH Million
Ukraine,Money Supply M3,3268568,3260439,3268568,6594,UAH Million
Ukraine,Banks Balance Sheet,3555291,3540434,3555291,374154,UAH Million
Ukraine,Foreign Exchange Reserves,42300,37200,43800,4629,USD Million
Ukraine,Loans to Private Sector,699347,686900,935460,99820,UAH Million
Ukraine,Deposit Interest Rate,8.65,8.81,329,4.27,percent
Ukraine,Central Bank Balance Sheet,2633388,2416246,2633388,197215,UAH Million
Ukraine,Balance of Trade,-2870,-2222,881,-3019,USD Million
Ukraine,Current Account,-2241,-2150,2218,-2498,USD Million
Ukraine,Current Account to GDP,-5.7,5,10.3,-8.7,percent of GDP
Ukraine,Exports,2766,3381,7654,1215,USD Million
Ukraine,Imports,5657,5603,8823,1025,USD Million
Ukraine,External Debt,167831,161533,167831,23811,USD Million
Ukraine,Capital Flows,-5258,-3010,6964,-6044,USD Million
Ukraine,Gold Reserves,27.06,27.06,42.61,13.4,Tonnes
Ukraine,Foreign Direct Investment,1838,623,6502,-3373,USD Million
Ukraine,Remittances,2634,2790,3671,1218,USD Million
Ukraine,Terms of Trade,91.5,84.9,131,69.2,points
Ukraine,Terrorism Index,1.69,1.54,5.4,0.15,Points
Ukraine,Weapons Sales,34,72,1491,34,SIPRI TIV Million
Ukraine,Government Debt to GDP,84.4,78.4,84.4,12.3,percent of GDP
Ukraine,Government Budget,-20.3,-16.3,5.1,-20.3,percent of GDP
Ukraine,Government Budget Value,759032,614499,1333111,-914702,UAH Million
Ukraine,Government Spending,834951,721623,834951,25043,UAH Million
Ukraine,Government Revenues,1486673,1316722,2671998,3386,UAH Million
Ukraine,Government Debt,1671270985,1642581565,1671270985,14428106,UAH Thousand
Ukraine,Fiscal Expenditure,2249702,1935298,4014418,2180,UAH Million
Ukraine,Corruption Index,36,33,36,15,Points
Ukraine,Corruption Rank,104,116,152,69,
Ukraine,Credit Rating,11,,,,
Ukraine,Military Expenditure,64753,41184,64753,152,USD Million
Ukraine,Corporate Tax Rate,18,18,30,18,percent
Ukraine,Personal Income Tax Rate,18,18,20,13,percent
Ukraine,Sales Tax Rate,20,20,20,20,percent
Ukraine,Social Security Rate,22,22,53.3,22,percent
Ukraine,Social Security Rate For Companies,22,22,49.7,22,percent
Ukraine,Social Security Rate For Employees,0,0,3.6,0,percent
Ukraine,Withholding Tax Rate,15,15,15,15,percent
Ukraine,Industrial Production,5,12,44.1,-53.5,percent
Ukraine,Industrial Production Mom,6.3,-0.7,16.6,-43,percent
Ukraine,Manufacturing Production,12.9,17.2,18.4,-41,percent
Ukraine,Changes in Inventories,-35073,89784,150814,-153884,UAH Million
Ukraine,Business Confidence,99.5,103,140,72,points
Ukraine,Mining Production,8.4,11.9,11.9,-35.7,percent
Ukraine,Consumer Confidence,80,70.1,107,41.1,points
Ukraine,Retail Sales MoM,12,2.8,22.2,-33.9,percent
Ukraine,Retail Sales YoY,24.8,28.6,35.5,-36.3,percent
Ukraine,Consumer Spending,1143670,1024572,1143670,41310,UAH Million
Ukraine,Bank Lending Rate,19.01,18.7,53.4,10.9,percent
Ukraine,Consumer Credit,224874,218488,226448,33310,UAH Million
Ukraine,Gasoline Prices,1.3,1.29,1.67,0.37,USD/Liter
Ukraine,Natural Gas Stocks Capacity,320,320,326,0,TWh
Ukraine,Natural Gas Stocks Injection,217,211,335,0,GWh/d
Ukraine,Natural Gas Stocks Inventory,81.15,80.92,126,0,TWh
Uruguay,Currency,41.7,41.92,45.94,17.78,
Uruguay,GDP Annual Growth Rate,3.8,0.6,10.5,-13.6,percent
Uruguay,Unemployment Rate,8.4,8.3,13.4,5.4,percent
Uruguay,Inflation Rate,5.57,5.45,183,-7.12,percent
Uruguay,Interest Rate,8.5,8.5,11.5,4.5,percent
Uruguay,Balance of Trade,48329,177476,287348,-423348,USD Thousand
Uruguay,Current Account,-368,-468,479,-1121,USD Million
Uruguay,Current Account to GDP,-4.7,-3.9,2.8,-6.34,percent of GDP
Uruguay,Government Debt to GDP,67.5,67.1,96.1,30.6,percent of GDP
Uruguay,Government Budget,-3.1,-3,-0.4,-5.1,percent of GDP
